Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
尾仲　祐哉,Tigers,920,投手,2,173,72,O型,右,左,福岡,1995-01-31,27,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86,0,1,0,0,0,51,11.2,13,1,4,0,14,6,5,1.46,2.86
小野　泰己,Tigers,1800,投手,2,186,73,A型,右,右,福岡,1994-05-30,28,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,4,2,0,0,0.667,303,69,62,3,41,1,49,35,33,1.49,4.05
髙橋　遥人,Tigers,1200,投手,1,180,78,A型,左,左,静岡,1995-11-07,29,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63,2,3,0,0,0.4,150,34.2,34,4,14,0,27,18,14,1.38,4.19
石崎　剛,Tigers,1800,投手,4,183,92,O型,右,右,茨城,1990-09-09,30,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,0,0,0,1,0,65,15,10,2,10,1,23,7,7,1.33,3.99
山崎　憲晴,Tigers,1e3,内野手,10,176,80,O型,右,右,静岡,1986-12-13,32,0.222,32,22,18,4,0,2,0,1,0,4,3,0,0.263,0.278,0.541,2.27,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
糸原　健斗,Tigers,1600,内野手,2,175,78,O型,右,左,島根,1992-11-11,33,0.286,77,331,276,79,1,20,2,43,4,41,6,4,0.388,0.359,0.746,5.27,5.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
谷川　昌希,Tigers,840,投手,1,175,79,O型,右,右,福岡,1992-10-06,34,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,1,1,0,0,0.5,55,12,13,2,6,2,11,8,7,1.58,4.95
才木　浩人,Tigers,600,投手,2,189,80,A型,右,右,兵庫,1998-11-07,35,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,2,3,0,0,0.4,119,27.1,30,3,8,2,28,12,12,1.39,3.6
浜地　真澄,Tigers,500,投手,2,185,89,O型,右,右,福岡,1998-05-25,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
森越　祐人,Tigers,1e3,内野手,8,178,72,A型,右,右,愛知,1988-08-11,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
マテオ,Tigers,19e3,投手,3,188,107,不明,右,右,ドミニカ共和国,1984-04-18,38,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,0,1,0,4,0,73,14.2,19,2,11,1,13,11,11,2.05,5.37
長坂　拳弥,Tigers,720,捕手,2,173,78,B型,右,右,群馬,1994-04-28,39,0.125,9,9,8,1,0,0,0,0,0,1,1,0,0.125,0.25,0.375,0.44,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
福永　春吾,Tigers,680,投手,2,185,93,O型,右,左,大阪,1994-05-14,40,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,0,0,0,0,0,13,2,6,1,2,0,0,5,5,4,12.62
髙橋　聡文,Tigers,7e3,投手,17,176,89,A型,左,左,福井,1983-05-29,41,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86,0,0,0,2,0,47,9.1,13,0,5,0,7,4,4,1.93,2.91
竹安　大知,Tigers,840,投手,3,183,83,O型,右,右,静岡,1994-09-27,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
守屋　功輝,Tigers,700,投手,4,184,87,A型,右,右,岡山,1993-11-25,43,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.57,0,0,0,0,0,26,4.2,9,1,3,0,2,6,6,2.57,6.98
梅野　隆太郎,Tigers,2500,捕手,5,173,78,A型,右,右,福岡,1991-06-17,44,0.216,69,204,171,37,4,21,2,17,0,31,15,0,0.286,0.327,0.613,3.26,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤谷　洸介,Tigers,700,投手,2,194,92,A型,右,右,山口,1996-02-12,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
秋山　拓巳,Tigers,4100,投手,9,188,95,A型,右,左,香川,1991-04-26,46,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47,5,7,0,0,0.417,343,85.2,79,7,13,3,69,33,33,1.07,3.13
山本　翔也,Tigers,900,投手,5,183,93,O型,左,左,福井,1988-10-12,47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,17,3,4,2,4,0,1,5,5,2.67,15.12
モレノ,Tigers,5700,投手,1,185,81,不明,右,右,ベネズエラ,1987-07-21,48,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0,0,0,3,0,28,6.2,8,0,3,0,6,2,2,1.65,2.22
今成　亮太,Tigers,3e3,内野手,13,178,79,O型,右,左,埼玉,1987-10-06,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
青柳　晃洋,Tigers,1300,投手,3,183,83,B型,右,右,神奈川,1993-12-11,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伊藤　隼太,Tigers,1800,外野手,7,177,84,O型,右,左,愛知,1989-05-08,51,0.267,46,70,60,16,0,6,0,10,0,13,0,0,0.371,0.35,0.721,5.41,5.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小豆畑　眞也,Tigers,650,捕手,6,182,79,A型,右,右,岐阜,1988-07-22,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
島田　海吏,Tigers,800,外野手,1,175,72,AB型,右,左,熊本,1996-02-06,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
メッセンジャー,Tigers,35e3,投手,9,198,121,不明,右,右,アメリカ,1981-08-13,54,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,9,6,0,0,0.6,426,103.1,93,4,28,3,96,38,35,1.17,2.64
陽川　尚将,Tigers,850,内野手,5,180,85,O型,右,右,大阪,1991-07-17,55,0.305,26,104,95,29,3,23,1,7,2,25,0,3,0.365,0.537,0.902,6.83,6.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松田　遼馬,Tigers,1500,投手,7,184,89,A型,右,右,長崎,1994-02-08,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岡﨑　太一,Tigers,1700,捕手,14,180,77,O型,右,右,奈良,1983-06-20,57,0,3,10,8,0,0,0,0,0,0,1,2,0,0,0,0,-1.96,-1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
荒木　郁也,Tigers,1e3,内野手,8,183,74,B型,右,左,東京,1988-04-25,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小宮山　慎二,Tigers,850,捕手,15,178,84,A型,右,右,神奈川,1985-11-26,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中谷　将大,Tigers,3800,外野手,8,187,93,A型,右,右,福岡,1993-01-05,60,0.237,35,133,118,28,3,14,0,11,1,36,1,2,0.305,0.356,0.661,3.57,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
望月　惇志,Tigers,500,投手,3,190,89,AB型,右,右,神奈川,1997-08-02,61,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,14,4,1,0,0,0,6,0,0,0.25,0.12
植田　海,Tigers,550,内野手,4,175,70,O型,右,両,滋賀,1996-04-19,62,0.219,60,184,151,33,0,0,15,20,1,42,12,4,0.314,0.225,0.539,2.7,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
板山　祐太郎,Tigers,850,外野手,3,180,79,B型,右,左,神奈川,1994-03-27,63,0.154,11,17,13,2,1,2,0,3,0,6,0,1,0.294,0.385,0.679,2.97,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桑原　謙太朗,Tigers,4500,投手,11,184,85,O型,右,右,三重,1985-10-29,64,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,2,1,0,15,0.667,104,24.2,23,1,4,2,21,7,7,1.09,2.67
緒方　凌介,Tigers,750,外野手,6,176,74,O型,右,左,大阪,1990-08-25,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
牧　丈一郎,Tigers,480,投手,1,181,81,A型,右,左,京都,1999-09-23,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岩崎　優,Tigers,4500,投手,5,185,89,B型,左,左,静岡,1991-06-19,67,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94,1,2,0,8,0.333,139,31,32,3,14,1,34,18,17,1.48,3.44
俊介,Tigers,5e3,外野手,9,178,76,A型,右,右,福岡,1987-08-17,68,0.22,44,108,100,22,2,10,1,3,0,19,5,3,0.243,0.3,0.543,1.95,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
島本　浩也,Tigers,950,投手,8,176,74,B型,左,左,奈良,1993-02-14,69,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,0,0,0,8,2,2,0,2,0,2,2,2,2,4.12
伊藤　和雄,Tigers,700,投手,7,186,96,A型,右,右,埼玉,1989-12-13,92,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52,0,1,0,0,0,45,9.2,6,1,8,0,12,8,7,1.45,4.46
西田　直斗,Tigers,500,内野手,7,186,83,O型,右,左,大阪,1993-04-26,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
原口　文仁,Tigers,2e3,捕手,9,182,92,AB型,右,右,埼玉,1992-03-03,94,0.329,43,81,73,24,1,11,0,7,1,16,0,1,0.395,0.397,0.792,6.32,6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ドリス,Tigers,12500,投手,3,195,109,不明,右,右,ドミニカ共和国,1988-01-10,98,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,1,3,19,1,0.25,127,28.1,31,2,10,1,29,15,10,1.45,3.05
ナバーロ,Tigers,3300,内野手,1,183,95,不明,左,左,アメリカ,1986-05-14,99,0.37,9,32,27,10,0,5,0,4,0,6,0,0,0.438,0.444,0.882,8.53,8.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石井　将希,Tigers,300,投手,1,180,82,AB型,左,左,群馬,1995-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
横田　慎太郎,Tigers,870,外野手,5,187,89,O型,左,左,鹿児島,1995-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
歳内　宏明,Tigers,1150,投手,7,184,88,B型,右,右,兵庫,1993-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
宮本　秀明,DeNA,750,内野手,1,178,81,O型,右,左,熊本,1996-07-24,00,0.16,21,25,25,4,2,2,4,0,0,8,0,1,0.16,0.4,0.56,1.83,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
桑原　将志,DeNA,8500,外野手,7,174,78,B型,右,右,大阪,1993-07-21,1,0.283,67,205,187,53,5,12,12,11,3,39,4,1,0.333,0.433,0.766,5.54,5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ロペス,DeNA,23e3,内野手,6,183,103,不明,右,右,ベネズエラ,1983-11-24,2,0.326,49,200,190,62,16,42,0,8,1,19,0,4,0.355,0.632,0.987,8.02,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
梶谷　隆幸,DeNA,12800,外野手,12,180,85,A型,右,左,島根,1988-08-28,3,0.28,32,108,100,28,6,14,4,8,0,14,0,0,0.333,0.54,0.873,6.6,6.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
荒波　翔,DeNA,3e3,外野手,8,179,80,A型,右,左,神奈川,1986-01-25,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
倉本　寿彦,DeNA,7300,内野手,4,180,82,B型,右,左,神奈川,1991-01-07,5,0.221,50,157,154,34,1,10,1,3,0,31,0,3,0.236,0.279,0.515,1.63,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石川　雄洋,DeNA,5500,内野手,14,183,78,O型,右,左,静岡,1986-07-10,7,0.308,6,20,13,4,0,1,1,5,0,3,1,0,0.474,0.308,0.781,5.08,5.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
神里　和毅,DeNA,1250,外野手,1,178,81,A型,右,左,沖縄,1994-01-17,8,0.249,71,253,229,57,5,20,14,18,2,65,4,1,0.309,0.397,0.707,4.1,4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大和,DeNA,1e4,内野手,13,177,69,A型,右,両,鹿児島,1987-11-05,9,0.204,68,248,221,45,0,15,5,18,1,37,5,0,0.263,0.276,0.539,2.36,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
戸柱　恭孝,DeNA,3800,捕手,3,179,87,A型,右,左,鹿児島,1990-04-11,10,0.185,24,57,54,10,1,6,0,2,0,9,1,3,0.214,0.278,0.492,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
東　克樹,DeNA,1500,投手,1,170,76,B型,左,左,三重,1995-11-29,11,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,6,4,0,0,0.6,346,84,74,6,25,1,79,28,26,1.18,3.1
阪口　皓亮,DeNA,600,投手,1,186,77,O型,右,左,大阪,1999-08-15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石田　健大,DeNA,6e3,投手,4,180,85,O型,左,左,広島,1993-03-01,14,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,2,5,0,0,0.286,280,63.2,63,12,25,2,57,42,34,1.38,4.96
井納　翔一,DeNA,8500,投手,6,188,94,A型,右,右,東京,1986-05-01,15,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,3,0,1,8,1,98,23.1,20,2,10,0,17,9,8,1.29,4.06
加賀　繁,DeNA,3100,投手,9,182,84,B型,右,右,埼玉,1985-04-13,16,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.38,0,0,0,1,0,42,9.2,14,2,0,0,8,9,9,1.45,4.15
三嶋　一輝,DeNA,2100,投手,6,176,80,A型,右,両,福岡,1990-05-07,17,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,0,7,0.8,164,39,31,3,17,2,48,13,13,1.23,2.81
山﨑　康晃,DeNA,15e3,投手,4,178,85,O型,右,右,東京,1992-10-02,19,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51,2,3,19,2,0.4,132,32.1,24,3,11,1,38,10,9,1.08,2.81
須田　幸太,DeNA,3600,投手,8,176,72,AB型,右,右,茨城,1986-07-31,20,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94,0,0,0,2,0,24,5.2,6,2,2,0,2,5,5,1.41,7.53
今永　昇太,DeNA,8400,投手,3,177,80,A型,左,左,福岡,1993-09-01,21,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,2,5,0,0,0.286,198,43.1,51,7,14,3,44,35,30,1.5,4.23
熊原　健人,DeNA,1300,投手,3,178,85,O型,右,左,宮城,1993-10-19,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大河,DeNA,615,内野手,2,174,75,B型,右,右,大阪,1998-04-05,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
齋藤　俊介,DeNA,950,投手,1,176,83,A型,右,右,千葉,1994-01-07,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
筒香　嘉智,DeNA,35e3,外野手,9,185,97,A型,右,左,和歌山,1991-11-26,25,0.298,78,324,275,82,21,52,0,46,0,58,0,4,0.395,0.593,0.988,8.5,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
濵口　遥大,DeNA,4750,投手,2,173,80,B型,左,左,佐賀,1995-03-16,26,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91,0,2,0,0,0,209,46,44,4,29,3,49,21,20,1.59,4.14
福地　元春,DeNA,750,投手,4,182,94,O型,左,左,沖縄,1990-06-21,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伊藤　光,DeNA,5500,捕手,11,180,83,B型,右,右,愛知,1989-04-23,29,0.3,3,10,10,3,0,2,0,0,0,1,0,0,0.3,0.4,0.7,4.59,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
飯塚　悟史,DeNA,850,投手,4,188,85,A型,右,左,新潟,1996-10-11,30,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1,5,0,0,0.167,180,40.2,46,6,20,1,31,20,19,1.62,4.84
柴田　竜拓,DeNA,2300,内野手,3,167,68,O型,右,左,岡山,1993-12-16,31,0.196,62,121,102,20,3,6,2,14,3,19,2,3,0.311,0.294,0.605,3.11,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
乙坂　智,DeNA,2100,外野手,7,182,83,O型,右,左,神奈川,1994-01-06,33,0.175,52,74,63,11,0,4,3,8,0,16,2,0,0.264,0.206,0.47,1.69,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
平田　真吾,DeNA,1500,投手,5,182,80,A型,右,右,山口,1989-08-29,34,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,0,0,0,0,0,90,20.2,27,2,3,0,19,14,14,1.45,2.97
三上　朋也,DeNA,8750,投手,5,190,90,AB型,右,右,岐阜,1989-04-10,35,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,1,1,0,14,0.5,138,33,30,2,12,1,23,12,12,1.27,3.33
狩野　行寿,DeNA,700,内野手,2,180,80,B型,右,右,埼玉,1994-07-31,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
楠本　泰史,DeNA,700,外野手,1,180,77,A型,右,左,大阪,1995-07-07,37,0.182,28,51,44,8,0,1,2,5,2,12,0,0,0.294,0.227,0.521,2.45,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山下　幸輝,DeNA,1140,内野手,4,173,72,B型,右,左,千葉,1993-01-31,38,0.233,20,62,60,14,1,3,0,0,0,11,2,1,0.233,0.317,0.55,2.12,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嶺井　博希,DeNA,1900,捕手,5,175,85,B型,右,右,沖縄,1991-06-04,39,0.174,53,141,132,23,2,12,0,4,3,37,1,5,0.214,0.258,0.472,1.04,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
飛雄馬,DeNA,750,内野手,7,181,88,B型,右,右,大阪,1991-03-17,40,0.143,4,8,7,1,0,0,0,1,0,3,0,0,0.25,0.143,0.393,-0.53,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
櫻井　周斗,DeNA,550,投手,1,178,80,A型,左,左,埼玉,1999-06-25,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
バリオス,DeNA,2e3,投手,7,185,85,不明,右,右,ベネズエラ,1988-10-11,42,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61,2,4,0,0,0.333,205,47.1,49,1,12,2,35,22,19,1.29,2.8
進藤　拓也,DeNA,850,投手,2,186,90,O型,右,右,秋田,1992-07-16,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
佐野　恵太,DeNA,700,内野手,2,178,84,A型,右,左,岡山,1994-11-28,44,0.225,41,81,80,18,4,8,1,0,0,18,0,1,0.222,0.425,0.647,3.21,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
綾部　翔,DeNA,570,投手,3,189,90,O型,右,右,茨城,1997-04-25,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　健二朗,DeNA,6100,投手,11,179,75,B型,左,左,愛知,1989-09-18,46,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0,1,0,0,0,15,4,3,0,1,0,5,2,2,1,1.37
砂田　毅樹,DeNA,4200,投手,5,179,78,B型,左,左,北海道,1995-07-20,47,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61,0,1,0,14,0,133,31,23,1,15,3,26,10,9,1.23,3.41
京山　将弥,DeNA,560,投手,2,182,75,B型,右,右,滋賀,1998-07-04,48,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97,4,2,0,0,0.667,143,31.2,34,6,19,1,21,21,21,1.67,6.15
赤間　謙,DeNA,1150,投手,3,180,80,AB型,右,右,福島,1990-11-14,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
